time,signal
2140,65565.0
2150,64406.0
2160,63890.0
2170,62786.0
2180,61460.0
2190,60866.0
2200,60032.0
2210,59544.0
2220,58562.0
2230,57535.0
2240,57608.0
2250,56093.0
2260,54667.0
2270,54606.0
2280,53010.0
2290,52399.0
2300,51232.0
2310,50289.0
2320,51220.0
2330,52823.0
2340,54458.0
2350,55626.0
2360,55204.0
2370,56239.0
2380,55983.0
2390,55817.0
2400,55292.0
2410,53839.0
2420,54508.0
2430,53269.0
2440,53404.0
2450,51796.0
2460,51589.0
2470,50900.0
2480,49875.0
2490,49123.0
2500,47875.0
2510,47245.0
2520,46556.0
2530,46778.0
2540,45511.0
2550,44971.0
2560,44396.0
2570,42980.0
2580,43451.0
2590,41874.0
2600,41749.0
2610,41696.0
2620,40439.0
2630,40433.0
2640,39319.0
2650,38191.0
2660,38647.0
2670,38247.0
2680,37409.0
2690,36733.0
2700,36840.0
2710,36836.0
2720,35687.0
2730,35119.0
2740,34809.0
2750,33774.0
2760,33615.0
2770,33362.0
2780,33349.0
2790,33385.0
2800,32755.0
2810,32071.0
2820,31521.0
2830,31399.0
2840,30771.0
2850,30179.0
2860,29911.0
2870,28946.0
2880,29231.0
2890,28712.0
2900,28681.0
2910,27858.0
2920,28106.0
2930,27250.0
2940,26996.0
2950,26828.0
2960,26217.0
2970,26153.0
2980,25484.0
2990,25281.0
3000,24740.0
3010,24856.0
3020,24716.0
3030,25916.0
3040,28286.0
3050,31486.0
3060,34309.0
3070,36981.0
3080,38348.0
3090,38890.0
3100,40308.0
3110,41218.0
3120,41006.0
3130,40858.0
3140,40285.0
3150,40593.0
3160,40789.0
3170,39779.0
3180,39477.0
3190,39282.0
3200,38697.0
3210,38521.0
3220,37773.0
3230,37786.0
3240,37722.0
3250,36763.0
3260,36241.0
3270,36200.0
3280,36193.0
3290,36074.0
3300,36164.0
3310,34961.0
3320,34984.0
3330,34832.0
3340,34399.0
3350,34066.0
3360,33815.0
3370,33695.0
3380,33245.0
3390,32853.0
3400,32808.0
3410,32387.0
3420,31491.0
3430,31754.0
3440,30665.0
3450,30130.0
3460,30422.0
3470,30011.0
3480,29869.0
3490,29339.0
3500,28539.0
3510,28974.0
3520,28785.0
3530,28392.0
3540,28114.0
3550,27360.0
3560,27391.0
3570,27599.0
3580,26958.0
3590,26652.0
3600,26421.0
3610,26556.0
3620,25531.0
3630,25211.0
3640,25201.0
3650,24951.0
3660,24279.0
3670,24569.0
3680,23728.0
3690,23303.0
3700,23169.0
3710,22857.0
3720,22448.0
3730,22291.0
3740,22520.0
3750,21585.0
3760,21553.0
3770,21308.0
3780,21040.0
3790,20325.0
3800,20178.0
3810,19979.0
3820,20150.0
3830,19723.0
3840,19585.0
3850,19119.0
3860,18415.0
3870,18673.0
3880,18551.0
3890,18430.0
3900,17644.0
3910,17512.0
3920,17438.0
3930,17555.0
3940,16487.0
3950,16338.0
3960,16486.0
3970,16201.0
3980,15959.0
3990,15658.0
4000,15997.0
4010,15592.0
4020,15490.0
4030,15064.0
4040,14851.0
4050,15098.0
4060,14877.0
4070,14306.0
4080,14502.0
4090,14320.0
4100,13925.0
4110,13439.0
4120,13557.0
4130,13192.0
4140,12937.0
4150,12713.0
4160,12614.0
4170,12758.0
4180,12604.0
4190,12220.0
4200,12251.0
4210,11868.0
4220,12558.0
4230,12645.0
4240,13410.0
4250,14219.0
4260,15116.0
4270,15085.0
4280,15239.0
4290,15607.0
4300,15794.0
4310,15628.0
4320,15668.0
4330,15538.0
4340,15430.0
4350,15317.0
4360,15273.0
4370,14840.0
4380,14903.0
4390,14633.0
4400,14350.0
4410,14190.0
4420,14307.0
4430,13976.0
4440,13702.0
4450,13677.0
4460,13733.0
4470,13700.0
4480,13525.0
4490,13260.0
4500,13347.0
4510,13292.0
4520,13182.0
4530,13611.0
4540,13398.0
4550,13498.0
4560,13582.0
4570,13285.0
4580,13090.0
4590,12881.0
4600,12788.0
4610,12844.0
4620,12702.0
4630,12768.0
4640,12557.0
4650,12278.0
4660,11868.0
4670,12235.0
4680,11750.0
4690,11653.0
4700,11529.0
4710,11414.0
4720,11454.0
4730,11197.0
4740,11253.0
4750,10832.0
4760,10943.0
4770,10835.0
4780,10479.0
4790,10583.0
4800,10218.0
4810,10149.0
4820,10237.0
4830,10128.0
4840,9799.0
4850,9714.0
4860,9756.0
4870,9423.0
4880,9652.0
4890,9362.0
4900,9259.0
4910,9282.0
4920,8860.0
4930,9079.0
4940,8974.0
4950,8704.0
4960,8638.0
4970,8442.0
4980,8354.0
4990,8324.0
5000,8404.0
5010,8025.0
5020,7955.0
5030,8215.0
5040,7573.0
5050,7768.0
5060,7773.0
5070,7767.0
5080,7322.0
5090,7316.0
5100,7008.0
5110,7433.0
5120,7268.0
5130,7083.0
5140,6647.0
5150,6896.0
5160,6664.0
5170,6796.0
5180,6611.0
5190,6889.0
5200,6582.0
5210,6380.0
5220,6327.0
5230,6298.0
5240,6354.0
5250,6267.0
5260,6045.0
5270,5956.0
5280,5989.0
5290,5988.0
5300,5919.0
5310,5743.0
5320,5788.0
5330,5485.0
5340,5394.0
5350,5504.0
5360,5450.0
5370,5331.0
5380,5368.0
5390,5295.0
5400,5355.0
5410,5157.0
5420,5020.0
5430,5095.0
5440,4998.0
5450,5208.0
5460,4961.0
5470,4728.0
5480,4705.0
5490,4729.0
5500,4485.0
5510,4613.0
5520,4653.0
5530,4488.0
5540,4588.0
5550,4253.0
5560,4415.0
5570,4341.0
5580,4100.0
5590,4171.0
5600,4141.0
5610,4097.0
5620,3919.0
5630,3883.0
5640,3844.0
5650,4089.0
5660,3967.0
5670,4087.0
5680,4174.0
5690,4000.0
5700,4061.0
5710,4019.0
5720,3945.0
5730,4053.0
5740,3981.0
5750,3863.0
5760,3775.0
5770,3771.0
5780,3611.0
5790,3572.0
5800,3723.0
5810,3467.0
5820,3568.0
5830,3472.0
5840,3564.0
5850,3567.0
5860,3538.0
5870,3436.0
5880,3417.0
5890,3354.0
5900,3176.0
5910,3311.0
5920,3471.0
5930,3156.0
5940,3159.0
5950,3157.0
5960,3285.0
5970,3066.0
5980,3088.0
5990,3086.0
6000,3103.0
6010,3012.0
6020,3012.0
6030,3011.0
6040,3134.0
6050,3003.0
6060,2860.0
6070,2770.0
6080,2767.0
6090,2816.0
6100,2539.0
6110,2787.0
6120,2631.0
6130,2600.0
6140,2663.0
6150,2573.0
6160,2535.0
6170,2411.0
6180,2429.0
6190,2611.0
6200,2685.0
6210,2574.0
6220,2438.0
6230,2473.0
6240,2336.0
6250,2291.0
6260,2379.0
6270,2366.0
6280,2326.0
6290,2153.0
6300,2221.0
6310,2172.0
6320,2179.0
6330,2226.0
6340,2219.0
6350,2151.0
6360,2206.0
6370,2134.0
6380,2065.0
6390,2018.0
6400,2091.0
6410,1965.0
6420,2047.0
6430,2022.0
6440,1938.0
6450,2006.0
6460,1956.0
6470,2024.0
6480,1925.0
6490,1920.0
6500,1887.0
6510,1806.0
6520,1841.0
6530,1826.0
6540,1885.0
6550,1830.0
6560,1806.0
6570,1943.0
6580,1760.0
6590,1596.0
6600,1772.0
6610,1895.0
6620,1703.0
6630,1628.0
6640,1620.0
6650,1553.0
6660,1643.0
6670,1638.0
6680,1731.0
6690,1594.0
6700,1485.0
6710,1645.0
6720,1532.0
6730,1429.0
6740,1420.0
6750,1419.0
6760,1438.0
6770,1335.0
6780,1385.0
6790,1492.0
6800,1400.0
6810,1616.0
6820,1387.0
6830,1234.0
6840,1333.0
6850,1322.0
6860,1273.0
6870,1371.0
6880,1381.0
6890,1375.0
6900,1622.0
6910,1954.0
6920,2703.0
6930,3959.0
6940,5175.0
6950,6291.0
6960,7059.0
6970,7834.0
6980,8146.0
6990,8499.0
7000,8925.0
7010,8975.0
7020,9295.0
7030,9591.0
7040,9743.0
7050,9518.0
7060,9544.0
7070,9480.0
7080,9511.0
7090,9166.0
7100,9264.0
7110,9536.0
7120,9488.0
7130,9561.0
7140,9428.0
7150,9382.0
7160,9452.0
7170,9329.0
7180,9120.0
7190,9340.0
7200,8847.0
7210,9161.0
7220,9045.0
7230,9043.0
7240,9090.0
7250,8961.0
7260,9063.0
7270,8930.0
7280,9121.0
7290,8961.0
7300,9081.0
7310,8657.0
7320,8788.0
7330,8539.0
7340,8422.0
7350,8594.0
7360,8458.0
7370,8432.0
7380,8247.0
7390,8230.0
7400,8450.0
7410,8397.0
7420,8149.0
7430,8134.0
7440,8095.0
7450,8052.0
7460,8301.0
7470,8168.0
7480,7964.0
7490,7581.0
7500,7925.0
7510,7596.0
7520,7875.0
7530,7467.0
7540,7861.0
7550,7333.0
7560,7754.0
7570,7618.0
7580,7471.0
7590,7448.0
7600,7285.0
7610,7687.0
7620,7499.0
7630,7269.0
7640,7358.0
7650,7089.0
7660,7414.0
7670,7167.0
7680,6959.0
7690,7095.0
7700,7146.0
7710,6914.0
7720,6852.0
7730,6915.0
7740,6846.0
7750,6774.0
7760,6733.0
7770,6537.0
7780,6544.0
7790,6846.0
7800,6685.0
7810,6356.0
7820,6489.0
7830,6515.0
7840,6436.0
7850,6584.0
7860,6245.0
7870,6155.0
7880,6462.0
7890,6440.0
7900,6410.0
7910,5962.0
7920,6187.0
7930,6120.0
7940,6038.0
7950,5818.0
7960,5902.0
7970,5912.0
7980,5968.0
7990,5945.0
8000,5882.0
8010,5889.0
8020,5865.0
8030,5858.0
8040,5709.0
8050,5720.0
8060,5793.0
8070,5450.0
8080,5331.0
8090,5513.0
8100,5371.0
8110,5304.0
8120,5633.0
8130,5331.0
8140,5267.0
8150,5228.0
8160,5363.0
8170,5333.0
8180,5019.0
8190,5260.0
8200,5022.0
8210,5307.0
8220,4936.0
8230,5052.0
8240,5033.0
8250,4869.0
8260,4769.0
8270,4739.0
8280,4787.0
8290,4519.0
8300,4370.0
8310,4191.0
8320,4049.0
8330,3926.0
8340,4054.0
8350,4372.0
8360,4673.0
8370,4790.0
8380,4707.0
8390,4877.0
8400,4910.0
8410,4855.0
8420,5117.0
8430,4798.0
8440,5004.0
8450,4863.0
8460,5179.0
8470,5027.0
8480,5073.0
8490,4811.0
8500,4914.0
8510,4755.0
8520,4785.0
8530,4646.0
8540,4662.0
8550,4679.0
8560,4646.0
8570,4753.0
8580,4610.0
8590,4689.0
8600,4536.0
8610,4329.0
8620,4559.0
8630,4343.0
8640,4387.0
8650,4659.0
8660,4514.0
8670,4440.0
8680,4355.0
8690,4513.0
8700,4450.0
8710,4342.0
8720,4314.0
8730,4379.0
8740,4219.0
8750,4478.0
8760,4253.0
8770,4143.0
8780,4164.0
8790,4058.0
8800,4034.0
8810,4082.0
8820,4112.0
8830,4092.0
8840,4099.0
8850,4100.0
8860,3940.0
8870,4070.0
8880,4042.0
8890,3881.0
8900,4017.0
8910,4106.0
8920,3736.0
8930,3780.0
8940,3897.0
8950,3966.0
8960,3982.0
8970,4050.0
8980,4030.0
8990,4105.0
9000,3922.0
9010,4084.0
9020,4239.0
9030,4105.0
9040,4188.0
9050,4174.0
9060,4040.0
9070,4068.0
9080,4077.0
9090,3916.0
9100,3900.0
9110,4112.0
9120,3692.0
9130,3935.0
9140,3955.0
9150,3885.0
9160,3642.0
9170,3873.0
9180,3690.0
9190,3782.0
9200,3660.0
9210,3865.0
9220,3535.0
9230,3687.0
9240,3744.0
9250,3824.0
9260,3768.0
9270,3605.0
9280,3641.0
9290,3785.0
9300,3609.0
9310,3596.0
9320,3599.0
9330,3523.0
9340,3507.0
9350,3565.0
9360,3662.0
9370,3562.0
9380,3376.0
9390,3413.0
9400,3535.0
9410,3411.0
9420,3558.0
9430,3332.0
9440,3543.0
9450,3460.0
9460,3164.0
9470,3261.0
9480,3416.0
9490,3433.0
9500,3320.0
9510,3293.0
9520,3281.0
9530,3160.0
9540,3144.0
9550,3145.0
9560,3097.0
9570,3310.0
9580,3277.0
9590,3103.0
9600,3134.0
9610,3131.0
9620,3108.0
9630,3153.0
9640,3216.0
9650,2957.0
9660,3031.0
9670,3187.0
9680,2939.0
9690,2819.0
9700,3071.0
9710,2973.0
9720,3084.0
9730,3106.0
9740,2792.0
9750,2949.0
9760,2952.0
9770,2785.0
9780,2816.0
9790,2982.0
9800,2800.0
9810,2792.0
9820,2818.0
9830,2747.0
9840,2843.0
9850,2879.0
9860,2967.0
9870,2853.0
9880,2634.0
9890,2666.0
9900,2719.0
9910,2675.0
9920,2783.0
9930,2679.0
9940,2651.0
9950,2744.0
9960,2604.0
9970,2518.0
9980,2615.0
9990,2562.0
10000,2517.0
10010,2533.0
10020,2596.0
10030,2469.0
10040,2610.0
10050,2580.0
10060,2573.0
10070,2524.0
10080,2470.0
10090,2626.0
10100,2356.0
10110,2582.0
10120,2379.0
10130,2478.0
10140,2360.0
10150,2368.0
10160,2428.0
10170,2243.0
10180,2165.0
10190,2286.0
10200,2306.0
10210,2262.0
10220,2280.0
10230,2391.0
10240,2218.0
10250,2198.0
10260,2301.0
10270,2255.0
10280,2253.0
10290,2412.0
10300,2097.0
10310,2091.0
10320,2298.0
10330,2251.0
10340,2266.0
10350,2384.0
10360,2275.0
10370,2173.0
10380,2183.0
10390,2279.0
10400,2098.0
10410,2179.0
10420,2048.0
10430,2141.0
10440,2002.0
10450,2210.0
10460,2107.0
10470,2040.0
10480,2007.0
10490,1947.0
10500,2076.0
10510,2024.0
10520,2058.0
10530,2041.0
10540,2038.0
10550,2013.0
10560,1915.0
10570,2022.0
10580,2052.0
10590,2077.0
10600,1915.0
10610,2074.0
10620,1942.0
10630,2033.0
10640,1902.0
10650,1957.0
10660,1822.0
10670,1916.0
10680,1982.0
10690,2075.0
10700,2086.0
10710,2268.0
10720,2178.0
10730,2196.0
10740,2262.0
10750,2164.0
10760,2204.0
10770,2159.0
10780,2164.0
10790,2221.0
10800,2066.0
10810,2068.0
10820,2096.0
10830,2059.0
10840,2084.0
10850,2176.0
10860,2091.0
10870,2080.0
10880,2150.0
10890,2029.0
10900,2011.0
10910,2009.0
10920,2033.0
10930,2103.0
10940,1995.0
10950,1952.0
10960,2020.0
10970,2093.0
10980,1990.0
10990,2015.0
11000,2062.0
11010,1936.0
11020,2040.0
11030,1999.0
11040,1969.0
11050,1924.0
11060,1984.0
11070,1951.0
11080,2075.0
11090,2025.0
11100,1993.0
11110,1995.0
11120,1701.0
11130,1841.0
11140,1705.0
11150,2028.0
11160,1932.0
11170,1667.0
11180,1769.0
11190,1792.0
11200,1866.0
11210,1612.0
11220,1722.0
11230,1762.0
11240,1782.0
11250,1794.0
11260,1730.0
11270,1719.0
11280,1764.0
11290,1803.0
11300,1654.0
11310,1838.0
11320,1696.0
11330,1798.0
11340,1706.0
11350,1755.0
11360,1596.0
11370,1651.0
11380,1564.0
11390,1646.0
11400,1701.0
11410,1718.0
11420,1600.0
11430,1618.0
11440,1756.0
11450,1481.0
11460,1759.0
11470,1534.0
11480,1688.0
11490,1660.0
11500,1510.0
11510,1560.0
11520,1584.0
11530,1585.0
11540,1551.0
11550,1578.0
11560,1470.0
11570,1514.0
11580,1620.0
11590,1503.0
11600,1523.0
11610,1484.0
11620,1501.0
11630,1513.0
11640,1495.0
11650,1506.0
11660,1520.0
11670,1424.0
11680,1464.0
11690,1322.0
11700,1423.0
11710,1430.0
11720,1449.0
11730,1531.0
11740,1425.0
11750,1518.0
11760,1432.0
11770,1389.0
11780,1428.0
11790,1346.0
11800,1331.0
11810,1301.0
11820,1304.0
11830,1359.0
11840,1370.0
11850,1335.0
11860,1436.0
11870,1297.0
11880,1287.0
11890,1391.0
11900,1289.0
11910,1350.0
11920,1315.0
11930,1230.0
11940,1239.0
11950,1235.0
11960,1171.0
11970,1350.0
11980,1305.0
11990,1289.0
12000,1234.0
12010,1234.0
12020,1270.0
12030,1246.0
12040,1300.0
12050,1239.0
12060,1386.0
12070,1204.0
12080,1329.0
12090,1239.0
12100,1159.0
12110,1273.0
12120,1216.0
12130,1239.0
12140,1223.0
12150,1246.0
12160,1190.0
12170,1176.0
12180,1175.0
12190,1216.0
12200,1256.0
12210,1151.0
12220,1062.0
12230,1077.0
12240,1101.0
12250,1179.0
12260,1144.0
12270,1150.0
12280,1128.0
12290,1226.0
12300,1114.0
12310,1090.0
12320,1007.0
12330,1031.0
12340,1074.0
12350,1013.0
12360,964.0
12370,1112.0
12380,1062.0
12390,1007.0
12400,985.0
12410,967.0
12420,1074.0
12430,968.0
12440,992.0
12450,1110.0
12460,970.0
12470,973.0
12480,961.0
12490,998.0
12500,932.0
12510,1014.0
12520,1016.0
12530,1089.0
12540,1057.0
12550,905.0
12560,990.0
12570,1030.0
12580,999.0
12590,1002.0
12600,1026.0
12610,1008.0
12620,979.0
12630,1030.0
12640,964.0
12650,871.0
12660,893.0
12670,920.0
12680,933.0
12690,956.0
12700,884.0
12710,878.0
12720,910.0
12730,914.0
12740,876.0
12750,941.0
12760,835.0
12770,994.0
12780,914.0
12790,883.0
12800,816.0
12810,866.0
12820,759.0
12830,901.0
12840,773.0
12850,932.0
12860,819.0
12870,819.0
12880,856.0
12890,838.0
12900,840.0
12910,821.0
12920,887.0
12930,747.0
12940,803.0
12950,808.0
12960,823.0
12970,830.0
12980,831.0
12990,857.0
13000,843.0
13010,770.0
13020,737.0
13030,766.0
13040,798.0
13050,790.0
13060,821.0
13070,689.0
13080,729.0
13090,778.0
13100,795.0
13110,827.0
13120,809.0
13130,727.0
13140,825.0
13150,753.0
13160,687.0
13170,829.0
13180,742.0
13190,742.0
13200,691.0
13210,785.0
13220,743.0
13230,672.0
13240,734.0
13250,660.0
13260,760.0
13270,687.0
13280,708.0
13290,666.0
13300,618.0
13310,793.0
13320,779.0
13330,718.0
13340,731.0
13350,696.0
13360,707.0
13370,670.0
13380,683.0
13390,638.0
13400,712.0
13410,666.0
13420,693.0
13430,684.0
13440,717.0
13450,683.0
13460,647.0
13470,686.0
13480,620.0
13490,727.0
13500,717.0
13510,602.0
13520,625.0
13530,577.0
13540,667.0
13550,691.0
13560,634.0
13570,660.0
13580,628.0
13590,663.0
13600,648.0
13610,652.0
13620,604.0
13630,676.0
13640,675.0
13650,565.0
13660,578.0
13670,576.0
13680,562.0
13690,654.0
13700,602.0
13710,595.0
13720,581.0
13730,534.0
13740,555.0
13750,637.0
13760,594.0
13770,608.0
13780,668.0
13790,620.0
13800,584.0
13810,605.0
13820,593.0
13830,588.0
13840,547.0
13850,562.0
13860,650.0
13870,630.0
13880,577.0
13890,521.0
13900,567.0
13910,499.0
13920,504.0
13930,484.0
13940,499.0
13950,499.0
13960,465.0
13970,498.0
13980,559.0
13990,510.0
14000,473.0
14010,619.0
14020,504.0
14030,533.0
14040,475.0
14050,504.0
14060,430.0
14070,496.0
14080,497.0
14090,484.0
14100,464.0
14110,512.0
14120,486.0
14130,456.0
14140,507.0
14150,471.0
14160,502.0
14170,459.0
14180,511.0
14190,470.0
14200,472.0
14210,454.0
14220,503.0
14230,524.0
14240,468.0
14250,456.0
14260,439.0
14270,374.0
14280,533.0
14290,474.0
14300,450.0
14310,442.0
14320,484.0
14330,416.0
14340,449.0
14350,407.0
14360,420.0
14370,532.0
14380,395.0
14390,490.0
14400,417.0
14410,414.0
14420,447.0
14430,495.0
14440,443.0
14450,425.0
14460,469.0
14470,442.0
14480,456.0
14490,498.0
14500,407.0
14510,446.0
14520,470.0
14530,439.0
14540,388.0
14550,450.0
14560,440.0
14570,408.0
14580,420.0
14590,442.0
14600,453.0
14610,386.0
14620,419.0
14630,392.0
14640,353.0
14650,379.0
14660,362.0
14670,393.0
14680,406.0
14690,340.0
14700,361.0
14710,413.0
14720,374.0
14730,407.0
14740,389.0
14750,419.0
14760,400.0
14770,312.0
14780,346.0
14790,396.0
14800,427.0
14810,419.0
14820,386.0
14830,442.0
14840,388.0
14850,323.0
14860,391.0
14870,413.0
14880,363.0
14890,375.0
14900,368.0
14910,345.0
14920,372.0
14930,382.0
14940,375.0
14950,351.0
14960,330.0
14970,351.0
14980,341.0
14990,320.0
15000,396.0
15010,316.0
15020,292.0
15030,338.0
15040,274.0
15050,342.0
15060,292.0
15070,341.0
15080,337.0
15090,395.0
15100,313.0
15110,342.0
15120,370.0
15130,375.0
15140,324.0
15150,403.0
15160,320.0
15170,307.0
15180,322.0
15190,362.0
15200,342.0
15210,337.0
15220,346.0
15230,387.0
15240,293.0
15250,293.0
15260,303.0
15270,281.0
15280,256.0
15290,302.0
15300,312.0
15310,274.0
15320,298.0
15330,259.0
15340,276.0
15350,317.0
15360,280.0
15370,279.0
15380,315.0
15390,271.0
15400,294.0
15410,292.0
15420,323.0
15430,361.0
15440,246.0
15450,336.0
15460,286.0
15470,305.0
15480,278.0
15490,283.0
15500,304.0
15510,292.0
15520,308.0
15530,310.0
15540,307.0
15550,240.0
15560,268.0
15570,274.0
15580,310.0
15590,303.0
15600,286.0
15610,249.0
15620,293.0
15630,272.0
15640,279.0
15650,337.0
15660,285.0
15670,241.0
15680,296.0
15690,237.0
15700,267.0
15710,224.0
15720,285.0
15730,240.0
15740,227.0
15750,319.0
15760,279.0
15770,224.0
15780,233.0
15790,276.0
15800,275.0
15810,293.0
15820,291.0
15830,292.0
15840,257.0
15850,268.0
15860,243.0
15870,236.0
15880,270.0
15890,235.0
15900,239.0
15910,233.0
15920,242.0
15930,228.0
15940,229.0
15950,214.0
15960,184.0
15970,252.0
15980,256.0
15990,217.0
16000,226.0
16010,241.0
16020,261.0
16030,221.0
16040,193.0
16050,244.0
16060,203.0
16070,230.0
16080,197.0
16090,244.0
16100,243.0
16110,248.0
16120,264.0
16130,248.0
16140,179.0
16150,183.0
16160,209.0
16170,197.0
16180,220.0
16190,263.0
16200,215.0
16210,230.0
16220,282.0
16230,242.0
16240,204.0
16250,184.0
16260,233.0
16270,210.0
16280,237.0
16290,177.0
16300,231.0
16310,193.0
16320,215.0
16330,229.0
16340,225.0
16350,191.0
16360,203.0
16370,213.0
16380,218.0
16390,221.0
16400,222.0
16410,246.0
16420,200.0
16430,205.0
16440,171.0
16450,221.0
16460,203.0
16470,205.0
16480,179.0
16490,182.0
16500,216.0
16510,176.0
16520,185.0
16530,222.0
16540,153.0
16550,228.0
16560,216.0
16570,192.0
16580,212.0
16590,187.0
16600,173.0
16610,194.0
16620,175.0
16630,202.0
16640,175.0
16650,216.0
16660,150.0
16670,154.0
16680,174.0
16690,175.0
16700,160.0
16710,202.0
16720,141.0
16730,162.0
16740,195.0
16750,166.0
16760,178.0
16770,194.0
16780,162.0
16790,146.0
16800,164.0
16810,189.0
16820,174.0
16830,179.0
16840,208.0
16850,180.0
16860,183.0
16870,166.0
16880,160.0
16890,142.0
16900,161.0
16910,153.0
16920,173.0
16930,171.0
16940,187.0
16950,132.0
16960,189.0
16970,163.0
16980,199.0
16990,140.0
17000,147.0
17010,186.0
17020,162.0
17030,165.0
17040,159.0
17050,151.0
17060,156.0
17070,121.0
17080,178.0
17090,151.0
17100,159.0
17110,162.0
17120,125.0
17130,119.0
17140,118.0
17150,166.0
17160,141.0
17170,157.0
17180,132.0
17190,167.0
17200,130.0
17210,130.0
17220,160.0
17230,154.0
17240,155.0
17250,139.0
17260,145.0
17270,144.0
17280,157.0
17290,131.0
17300,158.0
17310,126.0
17320,162.0
17330,140.0
17340,147.0
17350,164.0
17360,111.0
17370,185.0
17380,152.0
17390,129.0
17400,138.0
17410,155.0
17420,146.0
17430,127.0
17440,108.0
17450,169.0
17460,115.0
17470,131.0
17480,143.0
17490,162.0
17500,141.0
17510,145.0
17520,137.0
17530,156.0
17540,103.0
17550,138.0
17560,148.0
17570,135.0
17580,105.0
17590,132.0
17600,151.0
17610,125.0
17620,97.0
17630,122.0
17640,138.0
17650,107.0
17660,124.0
17670,119.0
17680,161.0
17690,115.0
17700,130.0
17710,82.0
17720,101.0
17730,96.0
17740,140.0
17750,129.0
17760,141.0
17770,139.0
17780,105.0
17790,137.0
17800,90.0
17810,117.0
17820,145.0
17830,138.0
17840,105.0
17850,76.0
17860,121.0
17870,144.0
17880,99.0
17890,102.0
17900,125.0
17910,103.0
17920,104.0
17930,107.0
17940,103.0
17950,134.0
17960,140.0
17970,112.0
17980,131.0
17990,112.0
18000,84.0
18010,105.0
18020,115.0
18030,120.0
18040,124.0
18050,118.0
18060,85.0
18070,85.0
18080,105.0
18090,80.0
18100,132.0
18110,75.0
18120,135.0
18130,84.0
18140,96.0
18150,118.0
18160,112.0
18170,94.0
18180,85.0
18190,91.0
18200,113.0
18210,85.0
18220,113.0
18230,93.0
18240,91.0
18250,104.0
18260,91.0
18270,98.0
18280,97.0
18290,127.0
18300,103.0
18310,86.0
18320,109.0
18330,84.0
